proverbs ,meaning
Òjòwú ò já gèlè; kooro ló lè já. ,Some people are all mouth and no action.
Òjòwú ò lẹ́ran láyà. ,Excessive jealousy eats up the jealous.
Ojú àwo làwó fi ń gba ọbẹ̀. ,One should not delegate matters crucial to oneself to others.
Ojú kan làdá ń ní.,One should concentrate on one matter at a time.
Ojú kì í pọ́nni ká fi pọ́nlẹ̀. ,Difficulties should not lead one to foolish behavior.
Ojú kì í pọ́nni ká mu ìṣápá; òùngbẹ kì í gbẹni ká mu ẹ̀jẹ̀. ,Desperation must never push one beyond the bounds of acceptable behavior.
Ojú kì í ti àgbà lóru; jagun a lóṣòó góńgó. ,One can do whatever one pleases when no eyes are watching.
Ojú kì í ti eégún kó má mọ̀nà ìgbàlẹ̀.,One cannot become so shamed abroad that one cannot return to the embrace of one’s home.
Ojú la fi ń mọ àísí epo; ẹnu la fi ń mọ àìsíyọ̀; ọbẹ̀ tí ò bá lépo nínú òkèèrè la ti ń mọ̀ ọ́. ,In some matters the evidence of the eyes is enough to reveal all one needs to know.
Ojú tó rọ̀ nirorẹ́ ń sọ.,Other people always take advantage of gentle people.
‘‘Òkè ìhín ò j ká rí tọ̀ún’’ ò ṣéé pa lówe nílé àna ẹni. ,There are some obligations one cannot sidestep with flippant excuses.
"Okó ilé kì í jọ obìnrin lójú, àfi bó bá dó tìta. ","One hardly ever appreciates what one has until one has flirted with, and has been disappointed by, alternatives."
Oko kì í jẹ́ ti baba àti tọmọ kó má nìí àlà. ,Even close relatives may benefit from good fences.
Oko mímọ́ ṣe-é ro; ọ̀nà mímọ́ dùn-ún tọ̀; gbogbo ìyàwó dùn-ún gbàbálé; aṣọ ìgbà-á ṣe-é yọ. ,Everybody loves performing the most pleasant of chores.
Okotorobo-ó tùy sílẹ̀ ọmọ titún ń gbe jó; ó ní ó rọ òun lọ́rùn lòún tu ú? ,One should be careful before taking over things that others have rejected.
"Okotorobo-ó yé ẹyin sílẹ̀, àdàbà ń garùn wo ẹyin ẹl yin. ",One should mind one’s own business.
Òkú ẹran kì í ti ajá lójú. ,"If one’s means are limited, one cannot be too choosy."
Olè tó gbé fèrè ọba ò róhun gbé. ,There can be no rational explanation for acts of utter senselessness.
Olé tó jí kàkàkí: níbo ni yó ti fọn ọ́n? ,One should not waste one’s efforts chasing something one can never use.
Olóhun kì í rí ohun ẹ̀ kó pè é lórò. ,One cannot be afraid of what one owns.
Olóhun-ún dolè; ‘‘Gbà bù jẹ́ ’’ dolóhun. ,The tables are turned: the rightful owner is displaced by a usurper.
Olóògùn ní ń ṣe bí a-láigbọ́-mọ̀ràn; bí ogun ó bàá wọ̀lú ọlọgbọ́n là ń fọ̀rọ̀ lọ̀. ,Trust in wisdom rather than in magical charms.
Olórìṣà tó da kiriyó: ọjọ́ tó gbọ́ dùrù orí ijó lẹsẹ̀-ẹ́ kán sí. ,Old habits die hard.
Olòṣì ọmọ ní ń fọwọ́ òsì júwe ilé-e baba-a rẹ̀.,One should show proper regard for one’s own patrimony.
Olóúnjẹ- tó-ó bá kú. ,Food is a good enough reason to cast one’s lot with another person.
Olówe laláṣẹ̀ ọ̀rọ̀. ,There is no authority like proverbial authority.
Olówó á wá; aláwìn á wá; ìlú tí à ń gbé la gbé ń gbàwìn; à-rà-àì-san ni ò súnwọ̀n. ,There is nothing bad about buying on credit as long as one eventually pays.
Olówó pèlù o ò jó; ọjọ́ wo lo máa rówó pe tìẹ? ,One should take advantage of every opportunity to supply one’s deficiencies.
Òmùgọ̀ èèyàn ní ń bóbìnrin mulẹ̀; ọjọ́ tóbìnrín bá mawo lawó bàjẹ́ . ,Never trust a woman.
Òmùgọ̀ ní ń gbé ígunnu; ọlọgbọ́n ní ń gbowó. ,The wise person chooses the most profitable option available.
Onígẹ̀gẹ́ fìlẹ̀kẹ̀ dọ́pọ̀; adámú fi sàárà san ẹgbẹ̀ta. ,One usually sets little value on what one cannot use.
Onígi ní ń figi ẹ̀ dọ́pọ̀. ,People take their cue from the owner of a thing in placing a value on it. 
Onígbá ní ń pe igbá ẹ̀ ní àíkàrágbá káyé tó fi kólẹ̀.,"If one does not value what one has, other people will value it even less. "
Onígbèsè tí ń pa àpatà ẹyẹlé. ,"The debtor is desperate, because there is not much meat to a pigeon, and few people eat pigeons anyway."
"Oníṣègùn tó sọ pé díẹ̀ ò tó òun, òfo ni yó fọwọ́ mú. ",One should not demand too much from people who are in dire straights.
"Ooré pẹ́, aṣiwèrè-é gbàgbé. ",Only an imbecile forgets a favor even long after it was done.
Oòrùn kì í jẹ iṣu àgbà kó má mọbẹ̀.,A grown-up person should know where he went wrong and make amends accordingly.
Oòrùn kì í là kínú bí olóko. ,Everybody welcomes an auspicious event. 
Orí ọ̀kẹ́rẹ́ popo láwo; bí a wí fọ́mọ ẹni a gbọ́ràn. ,Refusal to listen to counsel leads to disaster.
Orí tí yó jẹ igún kì í gbọ́; bí wọ́n fun ládìẹ kò níí gbà. ,The person destined to suffer will manage to succumb to the suffering despite efforts by others to save him or her.
"Orí tó kọ ẹrù, owó ní ń náni. ",It costs money to have others do what one refuses to do for oneself.
"Orin tí ò ṣoro-ó dá kì í ṣòro-ó gbè; bí ó bá ní ‘‘héééé,’’ à ní ‘‘háááá.’’ ",One expends on a task only the amount of effort commensurate with it.
"Orín yí, ìlù-ú yí padà. ",One should match one’s behavior to one’s circumstances.
Òrìṣà tó ní tÒgún kì í ṣe ọ̀nà ò ní rí nńkan jẹ lásìkò tó fẹ́ . ,Humor those in a position to punish you.
Òṣùpá lé a ní kò gún; ẹni tọ́wọ́ ẹ̀-ẹ́ bá to kó tún un ṣe.,It is pointless to complain about things one can do nothing about.
Òtòṣì ò gbọ́ tìṣẹ́ ẹ̀ ó ní ogún kó àparò; ọdẹ́ rorò. ,"Rather than deal with their own problems, people sometimes gloat over the troubles of others."
Owó kì í lóye kọ́mọ kú s rú. ,One does not endure adverse conditions when one is capable of the effort to escape them. The following proverb is something of a variant.
Owó kì í yéye kọ́mọ ó kú. ,One should spare no expenses to take care of one’s children or one’s affairs. 
"Owó la fi ń fíná owó; bí ẹgbẹ̀rún bá so lókè, igbió la fi ń ká a. ",Without some expenditure there can be no profit.
Owó la fi ń lògbà; ọgbọ́n la fi ń gbélé ayé.,"Riches are desirable, but wisdom is more valuable."
Owó ní ń pa ọjà ọ̀mọ̀ràn.,A wise trader knows how to use his money to make his offer successful.
"Owó tọ́mọdé bá kọ́kọ́ ní, àkàrà ní ń fi-í rà. ",Young people seldom know how to manage wealth.
Òwú kì í là kínú bí olóko. ,The success of a venture does not make one angry. 
Owú pani ju kùmọ̀. ,Jealousy is a dangerous thing.
"Òyìnbó Òkè Eléérú, ó ṣubú sóde Alọ́ba; kùmmọ ni yó gbe dìde. ",A person who becomes disabled where he is at his enemy’s mercy can expect rough handling.
Ọ̀bẹ ń wólé ara ẹ̀ ó ní òun ń ba àkọ̀ jẹ́ . ,Said of people whose actions will hurt them more than they will hurt other people. 
"Ọbẹ̀ tí baálé kì í jẹ, ìyálé ilé kì í sè é. ",One should not do what one knows one’s comrades hate.
Ọ̀dẹ̀ ọmọ ń fi ìdò ṣeré. ,A simpleton does not know the value of anything.
"Ọ̀dẹ̀dẹ̀ ò gba òró, àfi abẹ́ ọdán. ",An invitation to repair to another place outside other people’s earshot to discuss confidential matters.
Ọ̀fàfà fohùn ṣakin. ,The loud person attracts attention.
Ọgbọ́n a-dákọ-kéré ò tó ti a-yọwó-má-rà. ,One does not have to patronize a dishonest trader.
Ọgbọ́n dùn-ún gbọ́n; ìmọ́ dùn-ún mọ̀. ,Always seek wisdom and knowledge.
Ọgbọ́n ju agbára.,Always prefer wisdom to strength.
Ọgbọ́n kì í tán. ,There will always be a place and some use for wisdom.
Ọgbọ́n la fi ń gbé ayé. ,Wisdom is indispensable.
Ọgbọ́n lajá fi ń pa ìkokò bọ Ifá. ,A cunning person can get the better of people far more powerful than he.
Ọgbọ́n ní ń ṣẹ́gun; ìmọ̀ràn ní ń ṣẹ́ ẹ̀tẹ̀. ,Cunning and knowledge will help one prevail.
Ọgbọ́n ọlọgbọ́n la fi ń ṣọgbọ́n; ìmọ̀ràn ẹnìkan ò tọ́ bọ̀rọ̀. ,Wisdom and knowledge are best shared.
Ọgbọ́n ọlọgbọ́n ò jẹ́ ká pe àgbà ní wèrè. ,The person who can learn from others will avoid a lot of embarrassment.
"Ọgbón tí ahún gbọ́n, ẹ̀hìn ni yó máa tọ ti ìgbín. ",Some people cannot hope to be more cunning than certain others.
Ọgbọ́n tí ọ̀pọ̀lọ́ fi pa ẹfọ̀n ló fi ń jẹ .,"If a person has proved himself capable of doing the impossible, one should not doubt that he can accomplish another impossibility."
Ọgbọọgbọ́n làgbàlagbà-á fi ń sá fún ẹranlá. ,A grown person should know how to avoid disaster without losing face.
Ọjọ́ eré là ń jiyàn ohun. ,Arguments conducted in jest conceal some serious import.
"Ọjọ́ tí ìlù-ú bá ń lu onílù, iṣẹ́ mìíràn-án yá. ",One should know when to abandon an unprofitable proposition.
Ọjọ́ tí olówó ń ṣẹbọ ni à-wà-jẹ-wà-mu ìwọ̀fà. ,The poor will eat when the rich provide a feast.
Ọ̀kẹ́rẹ́ ń sunkún agbádá; èyí tí àjàò-ó dá léṣìí kí ló fi ṣe? Ṣebí igi ló fi ń gùn. ,It is silly to hanker for something one cannot use anyway.
Ọkọ́ ọlọ́kọ́ la fi ń gbọ́n èkìtì. ,One is usually more respectful of one’s own property than that of others.
Ọ̀kọ̀ọ̀kan là ń yọ ẹsẹ̀ lábàtà. ,The best way to approach a problem is systematically. 
Ọkùnkan là ń yọ ẹsẹ̀ lẹ́kù. ,The best way to approach a problem is systematically. 
Ọkùnrin jẹ́jẹ́ a-bìwà-kunkun. ,The quiet type is often a tough customer.
Ọlọ ò lọ ló dé Ìbarà? Ìbarà a máa ṣe ilé ọlọ? ,People do not travel from home without some reason.
Ọlọ́gbọ́n dorí ẹja mú; òmùgọ̀ dìrù-u rẹ̀ mú. ,The wise person knows better than a fool the best way to handle a situation.
Ọlọ́gbọ́n jẹni bí ẹmùrẹ́n; aṣiwèré jẹni bí ìgbọ̀ngbọ̀n. ,Cautiousness will get one to the goal far more successfully than brashness.
Ọlọgbọ́n ló lè mọ àdììtú èdè. ,The deep meanings and nuances of an utterance are for only the wise to understand.
"Ọlọgbọ́n ń dẹ ihò, ọ̀mọ̀ràn-án dúró tì í; ọlọgbọ́n ní ‘‘Háà, ó jáde!’’ Ọ̀mọ̀rán ní ‘‘Háà, mo kì í!’’ Ọlọgbọ́n ní ‘‘Kí lo kì?’’ Ọ̀mọ̀rán ní ‘‘Kí nìwọ náà-á ló jáde?’’ ",Two matched wits are in contest.
Ọlọgbọ́n ni yó jogún ògo; aṣiwèrè ni yó ru ìtìjú wálé. ,A wise child is to be preferred to an idiot.
Ọlọgbọ́n ọmọ ní ń mú inú-u bàbá ẹ̀ dùn; aṣiwèrè ọmọ ní ń ba inú ìyá ẹ̀ jẹ́ . ,Every parent would prefer a wise child to an idiot.
Ọlọ́jà kì í wípé kọ́jà ó tú. ,People always want the best outcome for their ventures.
Ọlọ́tí kì í mọ ọmọ ẹ̀ lólè.,One is always blind to the flaws of those one loves.
"Ọlọ́tọ̀ọ́ ní tòun ọ̀tọ̀; ìyá ẹ̀-ẹ́ kú nílé, o gbé e lọ sin sóko. ",The unconventional person will always do things differently.
"Ọmọ atiro tó ra bàtà fún bàbá ẹ̀, òrọ̀ ló fẹ́ gbọ́. ",One must not be thoughtless in one’s actions.
"Ọmọ ẹní dàra, bí-i ká fi ṣaya kọ́. ",Not all attractive propositions can be pursued.
"Ọmọ ẹni ẹlẹ́ni ò jọ ọmọ ẹni; ọmọ eni ì-bá jiyán, ọmọ ẹni ẹlẹ́ni a jẹ̀kọ. ",One always favors one’s own children over those of others.
Ọmọ ẹni kì í gbọnsẹ̀ ká fi eèsún nù ú nídìí. ,We do not deliberately injure those who look to us for protection.
Ọmọ iná là ń rán síná.,It is best to match the remedy to the problem.
Ọmọ tí ò ní baba kì í jìjà ẹ̀bi. ,Never provoke trouble unless you have strong backers. 
"Ọmọdé kékeré ò mọ ogun, ó ní kógun ó wá, ó ní bógún bá dé òun a kó síyàrá ìyá òun. ",Ignorance often leads people to bite off much more than they can chew.
Ọmọdé kì í mọ àkókò tí kúrò-kúròó fi ń kúrò. ,Youth is a stranger to etiquette or protocol.
"Ọmọde kì í mọ ìtàn, kó mọ à-gbọ́-wí, kó mọ ọjọ́ tí a ṣe ẹ̀dá òun.","However knowledgeable a youth might be, some deep knowledge would be beyond him."
Ọmọdé kì í mọ ori-í jẹ kó má ràá a l nu. ,A youth may be clever but will inevitably make some mistakes.
Ọmọdé kì í ní iná níle kí tòde má jòó o.,Being secure and well respected in one’s home does not save one from vicissitudes outside the home.
"Ọmọdé mọ sáárá, ṣùgbọ́n kò mọ àlọ̀yí. ",A child is good at consuming but not at procuring.
"Ọmọdé ní wọ́n ń jẹ igún, bàbá ẹ̀-ẹ́ ní wọn kì í jẹ ; ó ní ẹnìkán jẹ rí lójú òun; bàbá ẹ̀-ẹ́ ní ta ni? Ó ní ẹni náà ò sí. ",The youth who attempts to challenge the wisdom of the elders will find himself tripped up by his own mouth.
"Ọmọdé ò mẹ̀fọ́, ó ń pè é légbògi. ",An uninformed person will inevitably make a fool of himself or herself. 
"Ọmọdé ò mọ oògùn, ó ń pè é lẹ́fọ̀ọ́, kò mọ̀ pé ikú tó pa baba òun ni. ",People may call disasters on their own heads out of ignorance. 
Ọmọdé ò moògùn ó ń pè é l gùn-ún. ,The ignorant person knows not the value of anything. 
"Ọmọdé yìí, máa wò mí lójú, ẹni (tí) a bá lọ sóde là ń wò lójú. ",Always pay attention to what your guide and instructor does and tells you to do.
" ‘‘Ọmọ-ọ̀ mi ò yó’’ la mọ̀; ‘‘ọmọ-ọ̀ mí yó, ṣùgbọ́n kò rí sáárá f ,’’ a ò mọ ìyẹn.","People should care for their children, not spoil them with overindulgence."
Ọ̀mọ̀ràn ní ń mọ oyún ìgbín. ,Deep wisdom is the gift of only a select few.
Ọ̀pá gbóńgbó ní n ṣíwájú agbọ́ọni.,One uses the tools or weapons at one’s disposal to tackle challenges.
Ọpẹ́ ló yẹ ẹrú. ,People should be grateful for whatever charity they receive.
"Ọ̀pẹ̀lẹ̀ èèyàn, bí a ò bá gbé e lulẹ̀, kò níí lè fọhùn ire. ",Some people respond only to force.
Ọ̀pọ̀lọ́ ní kéjò máa kálọ; ìjà òun di ojú ọ̀nà. ,Weaklings always make sure that saviors are around before they get into a fight.
Ọ̀pọ̀lọ́ ní òun lè sín ìlẹ̀kẹ̀; ta ní jẹ́ fi ìlẹ̀kẹ̀ ọ̀pọ̀ló sídìí ọmọ-ọ ẹ̀? ,Not just anything will do for discriminating people.
Ọ̀pọ̀lọ́ ń yan káńdú-kàǹdù-káńdú lóju ẹlẹ́gùúsí; ẹlẹ́gùúsí ò gbọdọ̀ yí i láta. ,A person outside one’s jurisdiction may well taunt one.
"Ọ̀pọ̀lọ́ ò mọ̀nà odò, ó dà á sí àwàdà.","When one is stumped, one covers one’s embarrassment with laughter."
Ọ̀pọ̀lọpọ̀ òjò ní ńlé eégún wọlé kẹri-kẹri. ,"When problems become overwhelming, one has no choice but to succumb to them."
Ọ̀ràn kan la fi ń ṣòfin ọ̀kan. ,Experience establishes a precedent for future occurrences.
Ọ̀ràn ọlọ́ràn la fi ń kọ́gbọ́n.,One should learn from other people’s vicissitudes.
"Ọ̀ràn tí ò sunwọ̀n, konko ǹ ṣojú. ","When one is in the wrong, one hides behind braggadocio."
"Ọ̀rọ̀ kì í gbórín ká fi ọ̀bẹ bù ú, ẹnu la fi ń wí i. ",The weightiest problem is resolvable through discussion and negotiation.
Ọ̀rọ̀ la fi ń jẹ omitooro ọ̀rọ̀. ,It is with words that one resolves all problems.
Ọ̀rọ̀ rere ní ń yọ obì lápò; ọ̀rọ̀ búburú ní ń yọ ọfà lápó. ,"Judicious language defuses problems, whereas thoughtless talk aggravates them."
